"","GameSno","FieldAbbe","VisitingTeamName","HomeTeamName","VisitingScore","HomeScore","AudienceCnt","Year.x","Date","Weekdays","HeadUmpire","GameTime","EndTime","WeatherDesc","RainPct","Temperature","Angels","Result","X","ErrorCnt","TotalHittingCnt","TotalHitCnt","TotalHomeRunCnt","Year.y","KindCode","Seq","VisitingHomeType","HitterAcnt","HitterName","HitterUniformNo","RoleType","IsContinuousRace","PlateAppearances","HitCnt","RunBattedINCnt","GameWinningRbiCnt","IsMvp","ScoreCnt","HittingCnt","OneBaseHitCnt","TwoBaseHitCnt","ThreeBaseHitCnt","HomeRunCnt","GrandSlamHomerunCnt","TotalBases","DoublePlayBatCnt","TripplePlayBatCnt","SacrificeHitCnt","SacrificeFlyCnt","BasesONBallsCnt","IntentionalBasesONBallsCnt","HitBYPitchCnt","StrikeOutCnt","StealBaseOKCnt","StealBaseFailCnt","Lobs","LeftBehindLobs","ObstructionCnt","Pkno","CreateTime","CreateUser","UpdateTime","UpdateUser","Rowstamp","Rboe","TeamName"
"21",21,"樂天桃園","味全龍","樂天桃猿",8,3,7651,2023,"2023/4/14","星期五","紀華文",220,"22:15:00","晴。降雨機率 10%。溫度攝氏25度。舒適。西南風 平均風速1-2級(每秒2公尺)。相對濕度67%。",10,25,"菲菲,苡萱,孟潔,岱縈,Yuri,凱莉絲,陳伊,卉妮,語芯,穎樂,小紫,宋宋,十元,禹菡,儷軒,李多慧 ","L",2917,0,6,13,2,2023,"A",1,2,158,"廖健富",58,"先發",1,4,3,1,0,0,0,2,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,"Z00444UT","2023-04-14T22:30:53","batch","2023-04-14T22:30:53","batch",NA,0,"樂天桃猿"
"22",21,"樂天桃園","味全龍","樂天桃猿",8,3,7651,2023,"2023/4/14","星期五","紀華文",220,"22:15:00","晴。降雨機率 10%。溫度攝氏25度。舒適。西南風 平均風速1-2級(每秒2公尺)。相對濕度67%。",10,25,"菲菲,苡萱,孟潔,岱縈,Yuri,凱莉絲,陳伊,卉妮,語芯,穎樂,小紫,宋宋,十元,禹菡,儷軒,李多慧 ","L",2920,0,0,1,0,2023,"A",1,2,4032,"嚴宏鈞",62,"非先發",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Z00444UY","2023-04-14T22:30:53","batch","2023-04-14T22:30:53","batch",NA,0,"樂天桃猿"
"23",21,"樂天桃園","味全龍","樂天桃猿",8,3,7651,2023,"2023/4/14","星期五","紀華文",220,"22:15:00","晴。降雨機率 10%。溫度攝氏25度。舒適。西南風 平均風速1-2級(每秒2公尺)。相對濕度67%。",10,25,"菲菲,苡萱,孟潔,岱縈,Yuri,凱莉絲,陳伊,卉妮,語芯,穎樂,小紫,宋宋,十元,禹菡,儷軒,李多慧 ","L",2922,0,6,19,0,2023,"A",1,2,4633,"陳晨威",98,"先發",1,3,2,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,"Z00444UZ","2023-04-14T22:30:53","batch","2023-04-14T22:30:53","batch",NA,0,"樂天桃猿"
"24",21,"樂天桃園","味全龍","樂天桃猿",8,3,7651,2023,"2023/4/14","星期五","紀華文",220,"22:15:00","晴。降雨機率 10%。溫度攝氏25度。舒適。西南風 平均風速1-2級(每秒2公尺)。相對濕度67%。",10,25,"菲菲,苡萱,孟潔,岱縈,Yuri,凱莉絲,陳伊,卉妮,語芯,穎樂,小紫,宋宋,十元,禹菡,儷軒,李多慧 ","L",2924,0,3,19,0,2023,"A",1,2,132,"梁家榮",5,"先發",1,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,"Z00444UR","2023-04-14T22:30:53","batch","2023-04-14T22:30:53","batch",NA,0,"樂天桃猿"
"25",21,"樂天桃園","味全龍","樂天桃猿",8,3,7651,2023,"2023/4/14","星期五","紀華文",220,"22:15:00","晴。降雨機率 10%。溫度攝氏25度。舒適。西南風 平均風速1-2級(每秒2公尺)。相對濕度67%。",10,25,"菲菲,苡萱,孟潔,岱縈,Yuri,凱莉絲,陳伊,卉妮,語芯,穎樂,小紫,宋宋,十元,禹菡,儷軒,李多慧 ","L",2925,0,6,22,0,2023,"A",1,2,1318,"朱育賢",85,"非先發",1,1,1,1,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Z00444UV","2023-04-14T22:30:53","batch","2023-04-14T22:30:53","batch",NA,0,"樂天桃猿"
"26",21,"樂天桃園","味全龍","樂天桃猿",8,3,7651,2023,"2023/4/14","星期五","紀華文",220,"22:15:00","晴。降雨機率 10%。溫度攝氏25度。舒適。西南風 平均風速1-2級(每秒2公尺)。相對濕度67%。",10,25,"菲菲,苡萱,孟潔,岱縈,Yuri,凱莉絲,陳伊,卉妮,語芯,穎樂,小紫,宋宋,十元,禹菡,儷軒,李多慧 ","L",2926,0,10,36,0,2023,"A",1,2,3343,"郭嚴文",21,"先發",1,4,4,0,0,0,1,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,"Z00444UX","2023-04-14T22:30:53","batch","2023-04-14T22:30:53","batch",NA,0,"樂天桃猿"
"27",21,"樂天桃園","味全龍","樂天桃猿",8,3,7651,2023,"2023/4/14","星期五","紀華文",220,"22:15:00","晴。降雨機率 10%。溫度攝氏25度。舒適。西南風 平均風速1-2級(每秒2公尺)。相對濕度67%。",10,25,"菲菲,苡萱,孟潔,岱縈,Yuri,凱莉絲,陳伊,卉妮,語芯,穎樂,小紫,宋宋,十元,禹菡,儷軒,李多慧 ","L",2928,0,9,27,0,2023,"A",1,2,4634,"邱丹",86,"先發",1,4,4,1,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,"Z00444V0","2023-04-14T22:30:53","batch","2023-04-14T22:30:53","batch",NA,0,"樂天桃猿"
"28",21,"樂天桃園","味全龍","樂天桃猿",8,3,7651,2023,"2023/4/14","星期五","紀華文",220,"22:15:00","晴。降雨機率 10%。溫度攝氏25度。舒適。西南風 平均風速1-2級(每秒2公尺)。相對濕度67%。",10,25,"菲菲,苡萱,孟潔,岱縈,Yuri,凱莉絲,陳伊,卉妮,語芯,穎樂,小紫,宋宋,十元,禹菡,儷軒,李多慧 ","L",2930,0,12,26,1,2023,"A",1,2,6854,"宋嘉翔",2,"先發",1,3,3,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,"Z00444V2","2023-04-14T22:30:53","batch","2023-04-14T22:30:53","batch",NA,0,"樂天桃猿"
"29",23,"樂天桃園","味全龍","樂天桃猿",5,4,8562,2023,"2023/4/15","星期六","蘇建文",210,"20:35:00","陰。降雨機率 40%。溫度攝氏22度。舒適。偏東風 平均風速1-2級(每秒2公尺)。相對濕度79%。",40,22,"苡萱,筠熹,慧慧,卉妮,語芯,小紫,嘎琳,十元,雅涵,熊霓,李昀,心韻,凱伊,Kira,李多慧","L",3406,0,11,30,0,2023,"A",1,2,3467,"林泓育",11,"先發",1,5,5,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,4,0,"Z004CTFO","2023-04-15T20:52:45","batch","2023-04-15T20:52:45","batch",NA,0,"樂天桃猿"
"30",23,"樂天桃園","味全龍","樂天桃猿",5,4,8562,2023,"2023/4/15","星期六","蘇建文",210,"20:35:00","陰。降雨機率 40%。溫度攝氏22度。舒適。偏東風 平均風速1-2級(每秒2公尺)。相對濕度79%。",40,22,"苡萱,筠熹,慧慧,卉妮,語芯,小紫,嘎琳,十元,雅涵,熊霓,李昀,心韻,凱伊,Kira,李多慧","L",3408,0,12,31,0,2023,"A",1,2,4634,"邱丹",86,"先發",1,4,4,0,0,0,2,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"Z004CTFQ","2023-04-15T20:52:45","batch","2023-04-15T20:52:45","batch",NA,0,"樂天桃猿"
